ItemID,Description,TrendType,ds,CustomerName,y
FF0001,Frozen Peas,Regular,2025-08-01,QuickShop Retail,16
FF0001,Frozen Peas,Regular,2025-08-01,UrbanEats Superstore,728
FF0001,Frozen Peas,Regular,2025-08-01,FamilyGrocer,260
FF0001,Frozen Peas,Regular,2025-08-01,Township Grocer,1052
FF0001,Frozen Peas,Regular,2025-08-01,Green Valley Foods,194
FF0001,Frozen Peas,Regular,2025-08-01,FreshMart Grocery,1192
FF0001,Frozen Peas,Regular,2025-08-01,MegaMart Wholesale,496
FF0001,Frozen Peas,Regular,2025-08-01,WholeChoice Market,2803
FF0001,Frozen Peas,Regular,2025-09-01,MegaMart Wholesale,2819
FF0001,Frozen Peas,Regular,2025-09-01,Green Valley Foods,1698
FF0001,Frozen Peas,Regular,2025-09-01,FamilyGrocer,412
FF0001,Frozen Peas,Regular,2025-09-01,WholeChoice Market,1081
FF0001,Frozen Peas,Regular,2025-09-01,FreshMart Grocery,105
FF0001,Frozen Peas,Regular,2025-09-01,Neighborhood Fresh,165
FF0001,Frozen Peas,Regular,2025-09-01,UrbanEats Superstore,608
FF0001,Frozen Peas,Regular,2025-09-01,Metro SuperMart,946
FF0001,Frozen Peas,Regular,2025-09-01,HealthFoods Market,979
FF0001,Frozen Peas,Regular,2025-09-01,BudgetMart,261
FF0001,Frozen Peas,Regular,2025-10-01,FamilyGrocer,1578
FF0001,Frozen Peas,Regular,2025-10-01,Organic Valley Market,7
FF0001,Frozen Peas,Regular,2025-10-01,QuickShop Retail,254
FF0001,Frozen Peas,Regular,2025-10-01,BudgetMart,1153
FF0001,Frozen Peas,Regular,2025-10-01,HealthFoods Market,1706
FF0001,Frozen Peas,Regular,2025-10-01,DailyFresh Foods,1529
FF0001,Frozen Peas,Regular,2025-10-01,Metro SuperMart,368
FF0001,Frozen Peas,Regular,2025-10-01,Township Grocer,1805
FF0001,Frozen Peas,Regular,2025-10-01,Green Valley Foods,392
FF0001,Frozen Peas,Regular,2025-10-01,MegaMart Wholesale,570
FF0001,Frozen Peas,Regular,2025-11-01,Metro SuperMart,664
FF0001,Frozen Peas,Regular,2025-11-01,UrbanEats Superstore,1055
FF0001,Frozen Peas,Regular,2025-11-01,QuickShop Retail,465
FF0001,Frozen Peas,Regular,2025-11-01,DailyFresh Foods,572
FF0001,Frozen Peas,Regular,2025-11-01,FamilyGrocer,451
FF0001,Frozen Peas,Regular,2025-11-01,MegaMart Wholesale,144
FF0001,Frozen Peas,Regular,2025-11-01,Township Grocer,853
FF0001,Frozen Peas,Regular,2025-11-01,Green Valley Foods,219
FF0001,Frozen Peas,Regular,2025-11-01,Organic Valley Market,16
FF0001,Frozen Peas,Regular,2025-11-01,SuperSaver Foods,690
FF0001,Frozen Peas,Regular,2025-11-01,FreshMart Grocery,129
FF0001,Frozen Peas,Regular,2025-11-01,HealthFoods Market,1879
FF0001,Frozen Peas,Regular,2025-11-01,BudgetMart,2050
FF0001,Frozen Peas,Regular,2025-12-01,QuickShop Retail,262
FF0001,Frozen Peas,Regular,2025-12-01,BudgetMart,1029
FF0001,Frozen Peas,Regular,2025-12-01,Metro SuperMart,206
FF0001,Frozen Peas,Regular,2025-12-01,Township Grocer,100
FF0001,Frozen Peas,Regular,2025-12-01,UrbanEats Superstore,439
FF0001,Frozen Peas,Regular,2025-12-01,MegaMart Wholesale,1487
FF0001,Frozen Peas,Regular,2025-12-01,SuperSaver Foods,643
FF0001,Frozen Peas,Regular,2025-12-01,Neighborhood Fresh,456
FF0001,Frozen Peas,Regular,2025-12-01,FreshMart Grocery,55
FF0001,Frozen Peas,Regular,2025-12-01,WholeChoice Market,516
FF0001,Frozen Peas,Regular,2025-12-01,FamilyGrocer,2492
FF0001,Frozen Peas,Regular,2025-12-01,DailyFresh Foods,81
FF0001,Frozen Peas,Regular,2025-12-01,Organic Valley Market,394
FF0001,Frozen Peas,Regular,2025-12-01,HealthFoods Market,1134
FF0002,Frozen Corn,Regular,2025-01-01,Township Grocer,674
FF0002,Frozen Corn,Regular,2025-01-01,Organic Valley Market,655
FF0002,Frozen Corn,Regular,2025-01-01,FamilyGrocer,1507
FF0002,Frozen Corn,Regular,2025-01-01,UrbanEats Superstore,988
FF0002,Frozen Corn,Regular,2025-01-01,MegaMart Wholesale,1139
FF0002,Frozen Corn,Regular,2025-01-01,Neighborhood Fresh,1495
FF0002,Frozen Corn,Regular,2025-01-01,HealthFoods Market,2078
FF0002,Frozen Corn,Regular,2025-01-01,QuickShop Retail,388
FF0002,Frozen Corn,Regular,2025-01-01,Metro SuperMart,443
FF0002,Frozen Corn,Regular,2025-01-01,BudgetMart,92
FF0002,Frozen Corn,Regular,2025-02-01,MegaMart Wholesale,943
FF0002,Frozen Corn,Regular,2025-02-01,FamilyGrocer,169
FF0002,Frozen Corn,Regular,2025-02-01,WholeChoice Market,1802
FF0002,Frozen Corn,Regular,2025-02-01,BudgetMart,327
FF0002,Frozen Corn,Regular,2025-02-01,Neighborhood Fresh,990
FF0002,Frozen Corn,Regular,2025-02-01,QuickShop Retail,115
FF0002,Frozen Corn,Regular,2025-02-01,UrbanEats Superstore,284
FF0002,Frozen Corn,Regular,2025-02-01,FreshMart Grocery,645
FF0002,Frozen Corn,Regular,2025-02-01,Organic Valley Market,79
FF0002,Frozen Corn,Regular,2025-02-01,SuperSaver Foods,76
FF0002,Frozen Corn,Regular,2025-02-01,Township Grocer,1873
FF0002,Frozen Corn,Regular,2025-02-01,Green Valley Foods,672
FF0002,Frozen Corn,Regular,2025-02-01,Metro SuperMart,22
FF0002,Frozen Corn,Regular,2025-02-01,DailyFresh Foods,273
FF0002,Frozen Corn,Regular,2025-02-01,HealthFoods Market,304
FF0002,Frozen Corn,Regular,2025-03-01,WholeChoice Market,260
FF0002,Frozen Corn,Regular,2025-03-01,HealthFoods Market,721
FF0002,Frozen Corn,Regular,2025-03-01,Green Valley Foods,1135
FF0002,Frozen Corn,Regular,2025-03-01,Organic Valley Market,977
FF0002,Frozen Corn,Regular,2025-03-01,QuickShop Retail,297
FF0002,Frozen Corn,Regular,2025-03-01,FreshMart Grocery,2805
FF0002,Frozen Corn,Regular,2025-03-01,SuperSaver Foods,1212
FF0002,Frozen Corn,Regular,2025-03-01,UrbanEats Superstore,731
FF0002,Frozen Corn,Regular,2025-03-01,DailyFresh Foods,856
FF0002,Frozen Corn,Regular,2025-03-01,Neighborhood Fresh,492
FF0002,Frozen Corn,Regular,2025-03-01,Township Grocer,257
FF0002,Frozen Corn,Regular,2025-04-01,WholeChoice Market,304
FF0002,Frozen Corn,Regular,2025-04-01,HealthFoods Market,448
FF0002,Frozen Corn,Regular,2025-04-01,Metro SuperMart,752
FF0002,Frozen Corn,Regular,2025-04-01,BudgetMart,35
FF0002,Frozen Corn,Regular,2025-04-01,MegaMart Wholesale,2136
FF0002,Frozen Corn,Regular,2025-04-01,QuickShop Retail,1561
FF0002,Frozen Corn,Regular,2025-04-01,Township Grocer,216
FF0002,Frozen Corn,Regular,2025-04-01,SuperSaver Foods,11
FF0002,Frozen Corn,Regular,2025-04-01,UrbanEats Superstore,1943
FF0002,Frozen Corn,Regular,2025-04-01,FreshMart Grocery,498
FF0002,Frozen Corn,Regular,2025-04-01,Neighborhood Fresh,555
FF0002,Frozen Corn,Regular,2025-04-01,Organic Valley Market,826
FF0002,Frozen Corn,Regular,2025-05-01,Metro SuperMart,1265
FF0002,Frozen Corn,Regular,2025-05-01,Green Valley Foods,2209
FF0002,Frozen Corn,Regular,2025-05-01,Township Grocer,1356
FF0002,Frozen Corn,Regular,2025-05-01,DailyFresh Foods,297
FF0002,Frozen Corn,Regular,2025-05-01,FamilyGrocer,411
FF0002,Frozen Corn,Regular,2025-05-01,BudgetMart,310
FF0002,Frozen Corn,Regular,2025-05-01,Neighborhood Fresh,609
FF0002,Frozen Corn,Regular,2025-05-01,MegaMart Wholesale,51
FF0002,Frozen Corn,Regular,2025-05-01,HealthFoods Market,1238
FF0002,Frozen Corn,Regular,2025-05-01,QuickShop Retail,527
FF0002,Frozen Corn,Regular,2025-05-01,WholeChoice Market,1371
FF0002,Frozen Corn,Regular,2025-06-01,Green Valley Foods,29
FF0002,Frozen Corn,Regular,2025-06-01,WholeChoice Market,394
FF0002,Frozen Corn,Regular,2025-06-01,SuperSaver Foods,2502
FF0002,Frozen Corn,Regular,2025-06-01,FreshMart Grocery,579
FF0002,Frozen Corn,Regular,2025-06-01,Township Grocer,401
FF0002,Frozen Corn,Regular,2025-06-01,FamilyGrocer,613
FF0002,Frozen Corn,Regular,2025-06-01,Organic Valley Market,626
FF0002,Frozen Corn,Regular,2025-06-01,UrbanEats Superstore,960
FF0002,Frozen Corn,Regular,2025-06-01,BudgetMart,99
FF0002,Frozen Corn,Regular,2025-06-01,DailyFresh Foods,209
FF0002,Frozen Corn,Regular,2025-06-01,HealthFoods Market,634
FF0002,Frozen Corn,Regular,2025-06-01,QuickShop Retail,1473
FF0002,Frozen Corn,Regular,2025-06-01,MegaMart Wholesale,602
FF0002,Frozen Corn,Regular,2025-06-01,Neighborhood Fresh,198
FF0002,Frozen Corn,Regular,2025-07-01,QuickShop Retail,31
FF0002,Frozen Corn,Regular,2025-07-01,Neighborhood Fresh,1848
FF0002,Frozen Corn,Regular,2025-07-01,Organic Valley Market,1090
FF0002,Frozen Corn,Regular,2025-07-01,Township Grocer,254
FF0002,Frozen Corn,Regular,2025-07-01,FamilyGrocer,1824
FF0002,Frozen Corn,Regular,2025-07-01,Green Valley Foods,655
FF0002,Frozen Corn,Regular,2025-07-01,Metro SuperMart,382
FF0002,Frozen Corn,Regular,2025-07-01,WholeChoice Market,394
FF0002,Frozen Corn,Regular,2025-07-01,UrbanEats Superstore,50
FF0002,Frozen Corn,Regular,2025-07-01,SuperSaver Foods,55
FF0002,Frozen Corn,Regular,2025-07-01,FreshMart Grocery,535
FF0002,Frozen Corn,Regular,2025-07-01,MegaMart Wholesale,468
FF0002,Frozen Corn,Regular,2025-07-01,HealthFoods Market,138
FF0002,Frozen Corn,Regular,2025-07-01,DailyFresh Foods,1696
FF0002,Frozen Corn,Regular,2025-08-01,UrbanEats Superstore,208
FF0002,Frozen Corn,Regular,2025-08-01,FreshMart Grocery,1934
FF0002,Frozen Corn,Regular,2025-08-01,QuickShop Retail,1299
FF0002,Frozen Corn,Regular,2025-08-01,Green Valley Foods,143
FF0002,Frozen Corn,Regular,2025-08-01,WholeChoice Market,118
FF0002,Frozen Corn,Regular,2025-08-01,DailyFresh Foods,1629
FF0002,Frozen Corn,Regular,2025-08-01,SuperSaver Foods,101
FF0002,Frozen Corn,Regular,2025-08-01,HealthFoods Market,2328
FF0002,Frozen Corn,Regular,2025-08-01,MegaMart Wholesale,1653
FF0002,Frozen Corn,Regular,2025-08-01,Neighborhood Fresh,114
FF0002,Frozen Corn,Regular,2025-09-01,SuperSaver Foods,85
FF0002,Frozen Corn,Regular,2025-09-01,MegaMart Wholesale,1465
FF0002,Frozen Corn,Regular,2025-09-01,QuickShop Retail,798
FF0002,Frozen Corn,Regular,2025-09-01,Metro SuperMart,539
FF0002,Frozen Corn,Regular,2025-09-01,FamilyGrocer,2312
FF0002,Frozen Corn,Regular,2025-09-01,DailyFresh Foods,115
FF0002,Frozen Corn,Regular,2025-09-01,Township Grocer,662
FF0002,Frozen Corn,Regular,2025-09-01,BudgetMart,11
FF0002,Frozen Corn,Regular,2025-09-01,Organic Valley Market,617
FF0002,Frozen Corn,Regular,2025-09-01,UrbanEats Superstore,56
FF0002,Frozen Corn,Regular,2025-09-01,Neighborhood Fresh,123
FF0002,Frozen Corn,Regular,2025-09-01,FreshMart Grocery,122
FF0002,Frozen Corn,Regular,2025-09-01,WholeChoice Market,1022
FF0002,Frozen Corn,Regular,2025-09-01,HealthFoods Market,1338
FF0002,Frozen Corn,Regular,2025-10-01,HealthFoods Market,490
FF0002,Frozen Corn,Regular,2025-10-01,BudgetMart,235
FF0002,Frozen Corn,Regular,2025-10-01,Metro SuperMart,26
FF0002,Frozen Corn,Regular,2025-10-01,UrbanEats Superstore,1563
FF0002,Frozen Corn,Regular,2025-10-01,QuickShop Retail,1520
FF0002,Frozen Corn,Regular,2025-10-01,FamilyGrocer,176
FF0002,Frozen Corn,Regular,2025-10-01,Green Valley Foods,718
FF0002,Frozen Corn,Regular,2025-10-01,SuperSaver Foods,47
FF0002,Frozen Corn,Regular,2025-10-01,WholeChoice Market,109
FF0002,Frozen Corn,Regular,2025-10-01,Township Grocer,147
FF0002,Frozen Corn,Regular,2025-10-01,FreshMart Grocery,210
FF0002,Frozen Corn,Regular,2025-10-01,Neighborhood Fresh,3313
FF0002,Frozen Corn,Regular,2025-10-01,DailyFresh Foods,721
FF0002,Frozen Corn,Regular,2025-10-01,MegaMart Wholesale,293
FF0002,Frozen Corn,Regular,2025-11-01,FreshMart Grocery,573
FF0002,Frozen Corn,Regular,2025-11-01,HealthFoods Market,52
FF0002,Frozen Corn,Regular,2025-11-01,DailyFresh Foods,2397
FF0002,Frozen Corn,Regular,2025-11-01,BudgetMart,2802
FF0002,Frozen Corn,Regular,2025-11-01,Neighborhood Fresh,783
FF0002,Frozen Corn,Regular,2025-11-01,UrbanEats Superstore,502
FF0002,Frozen Corn,Regular,2025-11-01,QuickShop Retail,242
FF0002,Frozen Corn,Regular,2025-11-01,Township Grocer,1099
FF0002,Frozen Corn,Regular,2025-11-01,FamilyGrocer,755
FF0002,Frozen Corn,Regular,2025-11-01,MegaMart Wholesale,116
FF0002,Frozen Corn,Regular,2025-12-01,Metro SuperMart,13
FF0002,Frozen Corn,Regular,2025-12-01,UrbanEats Superstore,241
FF0002,Frozen Corn,Regular,2025-12-01,FreshMart Grocery,851
FF0002,Frozen Corn,Regular,2025-12-01,SuperSaver Foods,2234
FF0002,Frozen Corn,Regular,2025-12-01,BudgetMart,83
FF0002,Frozen Corn,Regular,2025-12-01,MegaMart Wholesale,461
FF0002,Frozen Corn,Regular,2025-12-01,WholeChoice Market,245
FF0002,Frozen Corn,Regular,2025-12-01,Organic Valley Market,1794
FF0002,Frozen Corn,Regular,2025-12-01,DailyFresh Foods,945
FF0002,Frozen Corn,Regular,2025-12-01,FamilyGrocer,933
FF0002,Frozen Corn,Regular,2025-12-01,Neighborhood Fresh,323
FF0002,Frozen Corn,Regular,2025-12-01,QuickShop Retail,274
FF0002,Frozen Corn,Regular,2025-12-01,Green Valley Foods,163
FF0002,Frozen Corn,Regular,2025-12-01,Township Grocer,29
FF0002,Frozen Corn,Regular,2025-12-01,HealthFoods Market,1024
FF0003,Frozen Carrots,Regular,2025-01-01,Metro SuperMart,799
FF0003,Frozen Carrots,Regular,2025-01-01,UrbanEats Superstore,184
FF0003,Frozen Carrots,Regular,2025-01-01,FreshMart Grocery,4110
FF0003,Frozen Carrots,Regular,2025-01-01,Organic Valley Market,1243
FF0003,Frozen Carrots,Regular,2025-01-01,Township Grocer,346
FF0003,Frozen Carrots,Regular,2025-01-01,QuickShop Retail,1486
FF0003,Frozen Carrots,Regular,2025-01-01,WholeChoice Market,1284
FF0003,Frozen Carrots,Regular,2025-01-01,DailyFresh Foods,591
FF0003,Frozen Carrots,Regular,2025-01-01,SuperSaver Foods,160
FF0003,Frozen Carrots,Regular,2025-01-01,BudgetMart,1486
FF0003,Frozen Carrots,Regular,2025-02-01,BudgetMart,445
FF0003,Frozen Carrots,Regular,2025-02-01,Organic Valley Market,371
FF0003,Frozen Carrots,Regular,2025-02-01,WholeChoice Market,1046
FF0003,Frozen Carrots,Regular,2025-02-01,Metro SuperMart,694
FF0003,Frozen Carrots,Regular,2025-02-01,Township Grocer,1113
FF0003,Frozen Carrots,Regular,2025-02-01,DailyFresh Foods,1590
FF0003,Frozen Carrots,Regular,2025-02-01,FamilyGrocer,654
FF0003,Frozen Carrots,Regular,2025-02-01,UrbanEats Superstore,2681
FF0003,Frozen Carrots,Regular,2025-02-01,MegaMart Wholesale,638
FF0003,Frozen Carrots,Regular,2025-02-01,FreshMart Grocery,689
FF0003,Frozen Carrots,Regular,2025-02-01,QuickShop Retail,551
FF0003,Frozen Carrots,Regular,2025-03-01,FamilyGrocer,1963
FF0003,Frozen Carrots,Regular,2025-03-01,Organic Valley Market,758
FF0003,Frozen Carrots,Regular,2025-03-01,Metro SuperMart,2277
FF0003,Frozen Carrots,Regular,2025-03-01,HealthFoods Market,1807
FF0003,Frozen Carrots,Regular,2025-03-01,MegaMart Wholesale,84
FF0003,Frozen Carrots,Regular,2025-03-01,SuperSaver Foods,57
FF0003,Frozen Carrots,Regular,2025-03-01,Township Grocer,1196
FF0003,Frozen Carrots,Regular,2025-03-01,BudgetMart,526
FF0003,Frozen Carrots,Regular,2025-03-01,WholeChoice Market,289
FF0003,Frozen Carrots,Regular,2025-03-01,FreshMart Grocery,1069
FF0003,Frozen Carrots,Regular,2025-03-01,Green Valley Foods,515
FF0003,Frozen Carrots,Regular,2025-03-01,DailyFresh Foods,950
FF0003,Frozen Carrots,Regular,2025-04-01,Neighborhood Fresh,548
FF0003,Frozen Carrots,Regular,2025-04-01,FreshMart Grocery,107
FF0003,Frozen Carrots,Regular,2025-04-01,QuickShop Retail,474
FF0003,Frozen Carrots,Regular,2025-04-01,SuperSaver Foods,838
FF0003,Frozen Carrots,Regular,2025-04-01,FamilyGrocer,500
FF0003,Frozen Carrots,Regular,2025-04-01,BudgetMart,238
FF0003,Frozen Carrots,Regular,2025-04-01,Metro SuperMart,329
FF0003,Frozen Carrots,Regular,2025-04-01,HealthFoods Market,1585
FF0003,Frozen Carrots,Regular,2025-04-01,DailyFresh Foods,593
FF0003,Frozen Carrots,Regular,2025-04-01,Organic Valley Market,1162
FF0003,Frozen Carrots,Regular,2025-04-01,Township Grocer,1796
FF0003,Frozen Carrots,Regular,2025-04-01,MegaMart Wholesale,3009
FF0003,Frozen Carrots,Regular,2025-05-01,QuickShop Retail,650
FF0003,Frozen Carrots,Regular,2025-05-01,BudgetMart,930
FF0003,Frozen Carrots,Regular,2025-05-01,Organic Valley Market,1352
FF0003,Frozen Carrots,Regular,2025-05-01,Township Grocer,646
FF0003,Frozen Carrots,Regular,2025-05-01,FamilyGrocer,872
FF0003,Frozen Carrots,Regular,2025-05-01,HealthFoods Market,1933
FF0003,Frozen Carrots,Regular,2025-05-01,SuperSaver Foods,52
FF0003,Frozen Carrots,Regular,2025-05-01,Neighborhood Fresh,408
FF0003,Frozen Carrots,Regular,2025-05-01,UrbanEats Superstore,1755
FF0003,Frozen Carrots,Regular,2025-05-01,FreshMart Grocery,3168
FF0003,Frozen Carrots,Regular,2025-06-01,WholeChoice Market,377
FF0003,Frozen Carrots,Regular,2025-06-01,Neighborhood Fresh,230
FF0003,Frozen Carrots,Regular,2025-06-01,MegaMart Wholesale,385
FF0003,Frozen Carrots,Regular,2025-06-01,UrbanEats Superstore,123
FF0003,Frozen Carrots,Regular,2025-06-01,FamilyGrocer,2149
FF0003,Frozen Carrots,Regular,2025-06-01,FreshMart Grocery,874
FF0003,Frozen Carrots,Regular,2025-06-01,BudgetMart,1104
FF0003,Frozen Carrots,Regular,2025-06-01,DailyFresh Foods,1512
FF0003,Frozen Carrots,Regular,2025-06-01,HealthFoods Market,670
FF0003,Frozen Carrots,Regular,2025-06-01,Green Valley Foods,88
FF0003,Frozen Carrots,Regular,2025-06-01,Metro SuperMart,748
FF0003,Frozen Carrots,Regular,2025-06-01,QuickShop Retail,858
FF0003,Frozen Carrots,Regular,2025-06-01,Township Grocer,1329
FF0003,Frozen Carrots,Regular,2025-06-01,Organic Valley Market,548
FF0003,Frozen Carrots,Regular,2025-06-01,SuperSaver Foods,132
FF0003,Frozen Carrots,Regular,2025-07-01,HealthFoods Market,655
FF0003,Frozen Carrots,Regular,2025-07-01,Township Grocer,964
FF0003,Frozen Carrots,Regular,2025-07-01,DailyFresh Foods,2742
FF0003,Frozen Carrots,Regular,2025-07-01,SuperSaver Foods,132
FF0003,Frozen Carrots,Regular,2025-07-01,Organic Valley Market,2362
FF0003,Frozen Carrots,Regular,2025-07-01,BudgetMart,82
FF0003,Frozen Carrots,Regular,2025-07-01,FreshMart Grocery,2662
FF0003,Frozen Carrots,Regular,2025-07-01,Neighborhood Fresh,76
FF0003,Frozen Carrots,Regular,2025-07-01,MegaMart Wholesale,26
FF0003,Frozen Carrots,Regular,2025-07-01,WholeChoice Market,1720
FF0003,Frozen Carrots,Regular,2025-08-01,FamilyGrocer,1057
FF0003,Frozen Carrots,Regular,2025-08-01,Township Grocer,1101
FF0003,Frozen Carrots,Regular,2025-08-01,WholeChoice Market,426
FF0003,Frozen Carrots,Regular,2025-08-01,Neighborhood Fresh,1907
FF0003,Frozen Carrots,Regular,2025-08-01,HealthFoods Market,269
FF0003,Frozen Carrots,Regular,2025-08-01,BudgetMart,508
FF0003,Frozen Carrots,Regular,2025-08-01,DailyFresh Foods,720
FF0003,Frozen Carrots,Regular,2025-08-01,FreshMart Grocery,920
FF0003,Frozen Carrots,Regular,2025-08-01,Metro SuperMart,360
FF0003,Frozen Carrots,Regular,2025-08-01,Green Valley Foods,158
FF0003,Frozen Carrots,Regular,2025-08-01,MegaMart Wholesale,1225
FF0003,Frozen Carrots,Regular,2025-08-01,SuperSaver Foods,442
